location/lat,location/lng,phone,phoneUnformatted,placeId,searchPageUrl,searchString,title,url,website,image
"-12,0667268","-77,0976019",,,ChIJXVE873XJBZERxXA4sOgHzEI,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.10030608050363,17z?hl=es-419",PUCP,pucp,https://www.google.com/maps/search/?api=1&query=pucp&query_place_id=ChIJXVE873XJBZERxXA4sOgHzEI,,
"-12,0685734","-77,0804758",,,ChIJ6QRb6GrJBZERuPVZGlTEhG4,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.10030608050363,17z?hl=es-419",PUCP,Facultad de Ciencias y Artes de la Comunicación - PUCP,https://www.google.com/maps/search/?api=1&query=Facultad%20de%20Ciencias%20y%20Artes%20de%20la%20Comunicaci%C3%B3n%20-%20PUCP&query_place_id=ChIJ6QRb6GrJBZERuPVZGlTEhG4,http://facultad.pucp.edu.pe/comunicaciones/,
"-12,0733533","-77,0823355",,,ChIJaTq7Nr3JBZERwUFeb-LvPak,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.10030608050363,17z?hl=es-419",PUCP,Puerta Urubamba - PUCP,https://www.google.com/maps/search/?api=1&query=Puerta%20Urubamba%20-%20PUCP&query_place_id=ChIJaTq7Nr3JBZERwUFeb-LvPak,,
"-12,0689431","-77,0801899",,,ChIJyScPPGvJBZERRu9J4eZnwJ8,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.10030608050363,17z?hl=es-419",PUCP,Campus PUCP,https://www.google.com/maps/search/?api=1&query=Campus%20PUCP&query_place_id=ChIJyScPPGvJBZERRu9J4eZnwJ8,http://descubre.pucp.edu.pe/,
"-12,0714671","-77,0808379",+51 1 6262000,+5116262000,ChIJUeVtomzJBZERKXWiYa6GZhk,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.10030608050363,17z?hl=es-419",PUCP,Facultad de Arquitectura y Urbanismo PUCP,https://www.google.com/maps/search/?api=1&query=Facultad%20de%20Arquitectura%20y%20Urbanismo%20PUCP&query_place_id=ChIJUeVtomzJBZERKXWiYa6GZhk,http://facultad.pucp.edu.pe/arquitectura/,
"-12,0879357","-77,085653",+51 1 7304555,+5117304555,ChIJa_1RAXbJBZERNWCCr6h5--M,"https://www.google.com/maps/search/PUCP/@-12.087452769062363,-77.09171219999999,17z?hl=es-419",PUCP,Innova Schools San Miguel 2 - Secundaria,https://www.google.com/maps/search/?api=1&query=Innova%20Schools%20San%20Miguel%202%20-%20Secundaria&query_place_id=ChIJa_1RAXbJBZERNWCCr6h5--M,https://www.innovaschools.edu.pe/sedes/lima/san-miguel/san-miguel-2?utm_source=google&utm_medium=na&utm_campaign=is-marca-adm2027-ao-google-na-null-San_Miguel_2-gmb-24abr&utm_content=trafico-sanmiguel-ubicaciones&utm_term=google-contacto-sedes-gmb-04_26,
"-12,0861539","-77,0771993",+51 1 4194700,+5114194700,ChIJPZuB7QrJBZERsGI55NBbWR4,"https://www.google.com/maps/search/PUCP/@-12.087452769062363,-77.08311831949635,17z?hl=es-419",PUCP,Clemente Althaus,https://www.google.com/maps/search/?api=1&query=Clemente%20Althaus&query_place_id=ChIJPZuB7QrJBZERsGI55NBbWR4,http://www.clementealthaus.edu.pe/,
"-12,0782833","-77,0897156",+51 996 932 781,+51996932781,ChIJv4QVuLjJBZERZjFA2fPgVXI,"https://www.google.com/maps/search/PUCP/@-12.07904975,-77.09171219999999,17z?hl=es-419",PUCP,LA META Academia Preuniversitaria,https://www.google.com/maps/search/?api=1&query=LA%20META%20Academia%20Preuniversitaria&query_place_id=ChIJv4QVuLjJBZERZjFA2fPgVXI,https://academialameta.com/,
"-12,0768272","-77,0909662",+51 1 6198107,+5116198107,ChIJmQXbVWXJBZERzQ9s0IWXDzw,"https://www.google.com/maps/search/Pontificia%20Universidad%20Cat%C3%B3lica%20del%20Peru/@-12.07904975,-77.09171219999999,17z?hl=es-419",Pontificia Universidad Católica del Peru,Colegio Trilce Maranga,https://www.google.com/maps/search/?api=1&query=Colegio%20Trilce%20Maranga&query_place_id=ChIJmQXbVWXJBZERzQ9s0IWXDzw,http://www.trilce.edu.pe/,
"-12,0677183","-77,0805556",,,ChIJX5OB3GrJBZERwShLufWQZ34,"https://www.google.com/maps/search/Estudios%20Generales%20Ciencias%20PUCP/@-12.07904975,-77.10889996100727,17z?hl=es-419",Estudios Generales Ciencias PUCP,Auditorio de Estudios Generales Letras PUCP,https://www.google.com/maps/search/?api=1&query=Auditorio%20de%20Estudios%20Generales%20Letras%20PUCP&query_place_id=ChIJX5OB3GrJBZERwShLufWQZ34,http://descubre.pucp.edu.pe/poi/aud007,
"-12,0784864","-77,080793",+51 922 010 569,+51922010569,ChIJPyHGD4DJBZER_fzE_P5RBSw,"https://www.google.com/maps/search/PUCP/@-12.07904975,-77.08311831949635,17z?hl=es-419",PUCP,IEEE UFFC PUCP,https://www.google.com/maps/search/?api=1&query=IEEE%20UFFC%20PUCP&query_place_id=ChIJPyHGD4DJBZER_fzE_P5RBSw,https://edu.ieee.org/pe-pucpuffc/,
"-12,0675254","-77,0799571",+51 969 449 103,+51969449103,ChIJr8QHOqPJBZERstMOqb0DGQs,"https://www.google.com/maps/search/Facultad%20PUCP/@-12.07904975,-77.09171219999999,17z?hl=es-419",Facultad PUCP,Especialidad de Trabajo Social PUCP,https://www.google.com/maps/search/?api=1&query=Especialidad%20de%20Trabajo%20Social%20PUCP&query_place_id=ChIJr8QHOqPJBZERstMOqb0DGQs,https://facultad.pucp.edu.pe/letras-ciencias-humanas/formacion-continua/diplomaturas/?modalidad=&especialidad=trabajo-social&estado=abierta,
"-12,0776535","-77,0818125",,,ChIJ1_SFHADJBZERpF-S7GuTH4o,"https://www.google.com/maps/search/PUCP/@-12.07904975,-77.08311831949635,17z?hl=es-419",PUCP,BUS PUCP - Universitaria - Ruta A,https://www.google.com/maps/search/?api=1&query=BUS%20PUCP%20-%20Universitaria%20-%20Ruta%20A&query_place_id=ChIJ1_SFHADJBZERpF-S7GuTH4o,,
"-12,0684104","-77,0814253",,,ChIJlzmy3dTJBZERMMnGRpg2Y1s,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Estacionamiento L. ( PUCP),https://www.google.com/maps/search/?api=1&query=Estacionamiento%20L.%20(%20PUCP)&query_place_id=ChIJlzmy3dTJBZERMMnGRpg2Y1s,https://descubre.pucp.edu.pe/poi/est007,
"-12,0687704","-77,0803805",+51 1 6262000 Anexo 3465,+5116262000,ChIJ5a_Bq43JBZERbkjnkTjSVSY,"https://www.google.com/maps/search/Biblioteca%20PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",Biblioteca PUCP,"Sala de Usos Múltiples, Biblioteca Central PUCP (1er piso)",https://www.google.com/maps/search/?api=1&query=Sala%20de%20Usos%20M%C3%BAltiples%2C%20Biblioteca%20Central%20PUCP%20(1er%20piso)&query_place_id=ChIJ5a_Bq43JBZERbkjnkTjSVSY,http://biblioteca.pucp.edu.pe/,
"-12,0759135","-77,0830614",,,ChIJ_SgPIgDJBZERMnD-CfMhaIM,"https://www.google.com/maps/search/PUCP/@-12.07904975,-77.08311831949635,17z?hl=es-419",PUCP,BUS PUCP - Rotonda,https://www.google.com/maps/search/?api=1&query=BUS%20PUCP%20-%20Rotonda&query_place_id=ChIJ_SgPIgDJBZERMnD-CfMhaIM,,
"-12,0726731","-77,0827821",+51 1 6262000 Anexo 7741,+5116262000,ChIJk3zCHxfJBZERPSdL_H3hm8E,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Centro de Caracterización de Materiales (CAM-PUCP),https://www.google.com/maps/search/?api=1&query=Centro%20de%20Caracterizaci%C3%B3n%20de%20Materiales%20(CAM-PUCP)&query_place_id=ChIJk3zCHxfJBZERPSdL_H3hm8E,https://innovapucp.pucp.edu.pe/servicios-de-laboratorio/centro-caracterizacion-materiales/,
"-12,0708192","-77,0802729",+51 6262000 Anexo 4300,,ChIJ5zF6LWXJBZERjzFovnvCS7A,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Departamento Académico de Ciencias Sociales PUCP,https://www.google.com/maps/search/?api=1&query=Departamento%20Acad%C3%A9mico%20de%20Ciencias%20Sociales%20PUCP&query_place_id=ChIJ5zF6LWXJBZERjzFovnvCS7A,https://departamento-ciencias-sociales.pucp.edu.pe/,
"-12,0731356","-77,0811523",,,ChIJZccQUH_JBZERUDT9RQbYoFE,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,GRUPO PUCP,https://www.google.com/maps/search/?api=1&query=GRUPO%20PUCP&query_place_id=ChIJZccQUH_JBZERUDT9RQbYoFE,,
"-12,0719482","-77,0823048",,,ChIJ2yEOiGzJBZERk2V31I6F_40,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Banco de Libros PUCP,https://www.google.com/maps/search/?api=1&query=Banco%20de%20Libros%20PUCP&query_place_id=ChIJ2yEOiGzJBZERk2V31I6F_40,,
"-12,0695455","-77,0801523",,,ChIJq2GNN2vJBZERJGhkZi-YVNw,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,WWJ9+5XJ Centro de Asesoria Pastoral Universitaria,https://www.google.com/maps/search/?api=1&query=WWJ9%2B5XJ%20Centro%20de%20Asesoria%20Pastoral%20Universitaria&query_place_id=ChIJq2GNN2vJBZERJGhkZi-YVNw,http://capu.pucp.edu.pe/,
"-12,0675907","-77,0810663",+51 6262000,,ChIJZ852Ie7JBZERNUdoLAaYC5I,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,PULSO PUCP,https://www.google.com/maps/search/?api=1&query=PULSO%20PUCP&query_place_id=ChIJZ852Ie7JBZERNUdoLAaYC5I,http://iop.pucp.edu.pe/,
"-12,0702984","-77,0803824",,,ChIJ7QVFoDbJBZERHAXwxwPXXTU,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Instituto de Docencia Universitaria (IDU)-PUCP,https://www.google.com/maps/search/?api=1&query=Instituto%20de%20Docencia%20Universitaria%20(IDU)-PUCP&query_place_id=ChIJ7QVFoDbJBZERHAXwxwPXXTU,,
"-12,0727192","-77,0824777",,,ChIJu-ynX2zJBZER6xwoFL2o9p8,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Pabellon O - PUCP,https://www.google.com/maps/search/?api=1&query=Pabellon%20O%20-%20PUCP&query_place_id=ChIJu-ynX2zJBZER6xwoFL2o9p8,,
"-12,0671732","-77,0802617",,,ChIJa8Bpg4zJBZERRewmWVcLpfM,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Estacionamiento de bicicletas Estudios Generales Letras - PUCP,https://www.google.com/maps/search/?api=1&query=Estacionamiento%20de%20bicicletas%20Estudios%20Generales%20Letras%20-%20PUCP&query_place_id=ChIJa8Bpg4zJBZERRewmWVcLpfM,https://descubre.pucp.edu.pe/poi/est014,
"-12,0683854","-77,0805512",+51 1 6262000 Anexo 5438,+5116262000,ChIJL_nXUr7JBZERwjohhh9BQcY,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Departamento de Comunicaciones PUCP,https://www.google.com/maps/search/?api=1&query=Departamento%20de%20Comunicaciones%20PUCP&query_place_id=ChIJL_nXUr7JBZERwjohhh9BQcY,,
"-12,071801","-77,0806101",,,ChIJG-GDhrvJBZERXs_sesOx2Cw,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Departamento de Arquitectura - PUCP,https://www.google.com/maps/search/?api=1&query=Departamento%20de%20Arquitectura%20-%20PUCP&query_place_id=ChIJG-GDhrvJBZERXs_sesOx2Cw,https://arquitectura.pucp.edu.pe/institucional/departamento/,
"-12,0704603","-77,0804395",,,ChIJrd1aAgDJBZERdAmgHJXXl-s,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Dirección de Tecnologias de Información - PUCP,https://www.google.com/maps/search/?api=1&query=Direcci%C3%B3n%20de%20Tecnologias%20de%20Informaci%C3%B3n%20-%20PUCP&query_place_id=ChIJrd1aAgDJBZERdAmgHJXXl-s,,
"-12,0716077","-77,0803665",,,ChIJ_RiLg2vJBZERby5dQKL0F4I,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Auditorio de Fisica De la PUCP,https://www.google.com/maps/search/?api=1&query=Auditorio%20de%20Fisica%20De%20la%20PUCP&query_place_id=ChIJ_RiLg2vJBZERby5dQKL0F4I,http://descubre.pucp.edu.pe/poi/aud008,
"-12,0703409","-77,0803651",,,ChIJd4wqRWvJBZERzSFwMlCMTMU,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Departamento de Economía,https://www.google.com/maps/search/?api=1&query=Departamento%20de%20Econom%C3%ADa&query_place_id=ChIJd4wqRWvJBZERzSFwMlCMTMU,,
"-12,0682691","-77,0801475",,,ChIJk-I_KGvJBZERS_48k1iaxfY,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Auditorio De Humanidades,https://www.google.com/maps/search/?api=1&query=Auditorio%20De%20Humanidades&query_place_id=ChIJk-I_KGvJBZERS_48k1iaxfY,,
"-12,069632","-77,0819674",,,ChIJGWt3lY3JBZERCf3nKJ9CZ-Q,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,PuertaN°7- Riva Agüero - PUCP,https://www.google.com/maps/search/?api=1&query=PuertaN%C2%B07-%20Riva%20Ag%C3%BCero%20-%20PUCP&query_place_id=ChIJGWt3lY3JBZERCf3nKJ9CZ-Q,,
"-12,0730915","-77,0819435",,,ChIJxW7Q8GzJBZER2aKC_DNVZ1k,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Pabellón V,https://www.google.com/maps/search/?api=1&query=Pabell%C3%B3n%20V&query_place_id=ChIJxW7Q8GzJBZER2aKC_DNVZ1k,,
"-12,0699936","-77,0811528",,,ChIJT9jZa2vJBZEROrlmMtPEsO4,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Auditorio De Derecho,https://www.google.com/maps/search/?api=1&query=Auditorio%20De%20Derecho&query_place_id=ChIJT9jZa2vJBZEROrlmMtPEsO4,http://auditorioderecho.pucp.edu.pe/,
"-12,0702965","-77,0803606",+51 966 425 990,+51966425990,ChIJM_w3W2vJBZERXL-nJuGf9Eg,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,INFOPUCP,https://www.google.com/maps/search/?api=1&query=INFOPUCP&query_place_id=ChIJM_w3W2vJBZERXL-nJuGf9Eg,https://infopucp.pucp.edu.pe/,
"-12,0771351","-77,0821089",+51 1 6267400,+5116267400,ChIJh47bSHfIBZERYqpOgTD6kwA,"https://www.google.com/maps/search/PUCP/@-12.07904975,-77.08311831949635,17z?hl=es-419",PUCP,Centro de Arbitraje y Resolución de Conflictos - PUCP,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Arbitraje%20y%20Resoluci%C3%B3n%20de%20Conflictos%20-%20PUCP&query_place_id=ChIJh47bSHfIBZERYqpOgTD6kwA,http://carc.pucp.edu.pe/,
"-12,0709496","-77,0822123",,,ChIJO_Pl707JBZERW2OP_RHpRXg,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Estacionamiento K. (PUCP),https://www.google.com/maps/search/?api=1&query=Estacionamiento%20K.%20(PUCP)&query_place_id=ChIJO_Pl707JBZERW2OP_RHpRXg,https://descubre.pucp.edu.pe/poi/est006,
"-12,0669366","-77,0808535",,,ChIJ1X_wydPJBZERtCgxlp0gD70,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Estacionamiento M. (PUCP),https://www.google.com/maps/search/?api=1&query=Estacionamiento%20M.%20(PUCP)&query_place_id=ChIJ1X_wydPJBZERtCgxlp0gD70,https://descubre.pucp.edu.pe/poi/est008,
"-12,0691374","-77,0810388",,,ChIJR37ZGWvJBZERL3ZeE3YX39U,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Pabellón Z,https://www.google.com/maps/search/?api=1&query=Pabell%C3%B3n%20Z&query_place_id=ChIJR37ZGWvJBZERL3ZeE3YX39U,https://www.pucp.edu.pe/,
"-12,071862","-77,0822211",,,ChIJbQV0iGzJBZERIei9E_9kwfI,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Aulas Moviles PUCP,https://www.google.com/maps/search/?api=1&query=Aulas%20Moviles%20PUCP&query_place_id=ChIJbQV0iGzJBZERIei9E_9kwfI,,
"-12,0737817","-77,0814057",,,ChIJXypTTg3JBZERGH1MKnL5NG8,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,PUCP NSE4,https://www.google.com/maps/search/?api=1&query=PUCP%20NSE4&query_place_id=ChIJXypTTg3JBZERGH1MKnL5NG8,,
"-12,0719404","-77,0818216",,,ChIJ31iTGiPJBZER--fzKR-XvEU,"https://www.google.com/maps/search/PUCP/@-12.070646730937636,-77.08311831949635,17z?hl=es-419",PUCP,Estacionamiento J. (PUCP),https://www.google.com/maps/search/?api=1&query=Estacionamiento%20J.%20(PUCP)&query_place_id=ChIJ31iTGiPJBZER--fzKR-XvEU,https://descubre.pucp.edu.pe/poi/est005,
"-12,0787608","-77,0810296",+51 932 038 167,+51932038167,ChIJBXHK63LJBZER2RA_Sum1FKg,"https://www.google.com/maps/search/PUCP/@-12.07904975,-77.08311831949635,17z?hl=es-419",PUCP,Instituto Confucio PUCP,https://www.google.com/maps/search/?api=1&query=Instituto%20Confucio%20PUCP&query_place_id=ChIJBXHK63LJBZER2RA_Sum1FKg,http://confucio.pucp.edu.pe/,
"-12,0677554","-77,0801786",,,ChIJD1TQHxPJBZERoGNHvGn_aiI,"https://www.google.com/maps/search/Estudios%20Generales%20Ciencias%20PUCP/@-12.0675311,-77.0799653,17.97046472524344z?hl=es-419",Estudios Generales Ciencias PUCP,Centro Federado de Estudios Generales Letras,https://www.google.com/maps/search/?api=1&query=Centro%20Federado%20de%20Estudios%20Generales%20Letras&query_place_id=ChIJD1TQHxPJBZERoGNHvGn_aiI,,
"-12,07475","-77,08308",,,ChIJuVa0um3JBZER4G78_1CHsIM,"https://www.google.com/maps/search/PUCP/@-12.0764802,-77.0809612,17.970416532460202z?hl=es-419",PUCP,Híkary - PUCP,https://www.google.com/maps/search/?api=1&query=H%C3%ADkary%20-%20PUCP&query_place_id=ChIJuVa0um3JBZER4G78_1CHsIM,,
"-12,0654672","-77,0815838",+51 1 6262000 Anexo 4736,+5116262000,ChIJoer1J0DJBZERZKXzNXy1Okw,"https://www.google.com/maps/search/PUCP/@-12.062243711875272,-77.08311831949635,17z?hl=es-419",PUCP,Instituto de Radioastronomía -PUCP,https://www.google.com/maps/search/?api=1&query=Instituto%20de%20Radioastronom%C3%ADa%20-PUCP&query_place_id=ChIJoer1J0DJBZERZKXzNXy1Okw,http://inras.pucp.edu.pe/,
"-12,0663995","-77,0803623",,,ChIJ3WxAewDJBZERxkeGzf1K-tA,"https://www.google.com/maps/search/PUCP/@-12.066587,-77.0801604,17.970469807274036z?hl=es-419",PUCP,Tópico - Servicio de Salud,https://www.google.com/maps/search/?api=1&query=T%C3%B3pico%20-%20Servicio%20de%20Salud&query_place_id=ChIJ3WxAewDJBZERxkeGzf1K-tA,,
"-12,0664054","-77,081066",,,ChIJs-XcIADJBZERjjMyt8NQZbg,"https://www.google.com/maps/search/PUCP/@-12.066587,-77.0801604,17.970469807274036z?hl=es-419",PUCP,Oficina de Transformación Digital PUCP,https://www.google.com/maps/search/?api=1&query=Oficina%20de%20Transformaci%C3%B3n%20Digital%20PUCP&query_place_id=ChIJs-XcIADJBZERjjMyt8NQZbg,,
"-12,0674889","-77,0808853",,,ChIJR_ZDc2_JBZERJYeQBkKO_dk,"https://www.google.com/maps/search/PUCP/@-12.066587,-77.0801604,17.970469807274036z?hl=es-419",PUCP,CIGA - PUCP,https://www.google.com/maps/search/?api=1&query=CIGA%20-%20PUCP&query_place_id=ChIJR_ZDc2_JBZERJYeQBkKO_dk,,
"-12,068344","-77,0809318",,,ChIJVY3zH2vJBZERgstykhn3ipM,"https://www.google.com/maps/search/PUCP/@-12.066587,-77.0801604,17.970469807274036z?hl=es-419",PUCP,Estudio de TV 2,https://www.google.com/maps/search/?api=1&query=Estudio%20de%20TV%202&query_place_id=ChIJVY3zH2vJBZERgstykhn3ipM,,
"-12,066368","-77,0806939",,,ChIJD7CTcQDJBZERScLGQ9kJUCg,"https://www.google.com/maps/search/PUCP/@-12.066587,-77.0801604,17.970469807274036z?hl=es-419",PUCP,Tuna PUCP,https://www.google.com/maps/search/?api=1&query=Tuna%20PUCP&query_place_id=ChIJD7CTcQDJBZERScLGQ9kJUCg,https://www.instagram.com/tuna_pucp?igsh=MTRjcnZ6Y2ozaTN3aw==,
"-12,067857","-77,0811144",,,ChIJxZbC5mrJBZER7l0Kl23CvqU,"https://www.google.com/maps/search/PUCP/@-12.066587,-77.0801604,17.970469807274036z?hl=es-419",PUCP,Caseta de Coro PUCP,https://www.google.com/maps/search/?api=1&query=Caseta%20de%20Coro%20PUCP&query_place_id=ChIJxZbC5mrJBZER7l0Kl23CvqU,https://www.instagram.com/coro.pucp/?hl=es,
"-12,0665794","-77,0801595",,,ChIJfVseyGrJBZERSt7Nvnq9ihc,"https://www.google.com/maps/search/PUCP/@-12.066587,-77.0801604,17.970469807274036z?hl=es-419",PUCP,Coliseo Polideportivo,https://www.google.com/maps/search/?api=1&query=Coliseo%20Polideportivo&query_place_id=ChIJfVseyGrJBZERSt7Nvnq9ihc,,
"-12,0663796","-77,0810568",,,ChIJ84MceQDJBZERhi5D1zdda94,"https://www.google.com/maps/search/PUCP/@-12.066587,-77.0801604,17.970469807274036z?hl=es-419",PUCP,Federación de Estudiantes de la PUCP,https://www.google.com/maps/search/?api=1&query=Federaci%C3%B3n%20de%20Estudiantes%20de%20la%20PUCP&query_place_id=ChIJ84MceQDJBZERhi5D1zdda94,,
